stage	q_idx	s_idx	ctx_idx	s_f_idx	q_frame	s_frame	q_aa_start	q_aa_end	s_aa_start	s_aa_end	q_seed_off	s_seed_off	raw_score	e_value	e_value_bits	hsp_list_order	ordering_method	linked_set	start_of_chain	link_id	chain_next_link_id
after_reevaluate	0	0	3	0	-1	1	4675	4691	89215	89231	4686	89226	56	inf	0x7ff0000000000000	5439	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89215	89231	4686	89226	56	inf	0x7ff0000000000000	4747	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89215	89229	4682	89220	56	inf	0x7ff0000000000000	5345	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89215	89229	4682	89220	56	inf	0x7ff0000000000000	4650	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89216	89232	4686	89227	56	inf	0x7ff0000000000000	4724	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89216	89230	4682	89221	56	inf	0x7ff0000000000000	4611	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	89217	89233	4686	89228	56	inf	0x7ff0000000000000	5482	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89217	89233	4686	89228	56	inf	0x7ff0000000000000	4781	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89217	89231	4682	89222	56	inf	0x7ff0000000000000	5377	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89217	89231	4682	89222	56	inf	0x7ff0000000000000	4681	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89218	89234	4686	89229	56	inf	0x7ff0000000000000	4767	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89218	89232	4682	89223	56	inf	0x7ff0000000000000	4647	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	3468	3506	89219	89257	3500	89251	56	inf	0x7ff0000000000000	5079	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	43810	43845	89219	89254	43832	89241	56	inf	0x7ff0000000000000	5671	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	89219	89235	4686	89230	56	inf	0x7ff0000000000000	5523	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89219	89235	4686	89230	56	inf	0x7ff0000000000000	4814	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89219	89233	4682	89224	56	inf	0x7ff0000000000000	5411	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89219	89233	4682	89224	56	inf	0x7ff0000000000000	4716	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	19745	19767	89220	89242	19758	89233	56	inf	0x7ff0000000000000	4860	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89220	89236	4686	89231	56	inf	0x7ff0000000000000	4803	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89220	89234	4682	89225	56	inf	0x7ff0000000000000	4688	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	29938	29965	89221	89248	29942	89225	56	inf	0x7ff0000000000000	4692	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89221	89235	4682	89226	56	inf	0x7ff0000000000000	5448	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89221	89235	4682	89226	56	inf	0x7ff0000000000000	4751	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89222	89236	4682	89227	56	inf	0x7ff0000000000000	4731	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	14068	14098	89225	89255	14082	89239	56	inf	0x7ff0000000000000	5652	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	27770	27795	89226	89251	27792	89248	56	inf	0x7ff0000000000000	5813	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	76169	76195	89227	89253	76190	89248	56	inf	0x7ff0000000000000	5103	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	76169	76195	89229	89255	76190	89250	56	inf	0x7ff0000000000000	5151	0	0	0	0	NA
after_reevaluate	0	0	4	0	-2	1	50921	50936	89232	89247	50928	89239	56	inf	0x7ff0000000000000	5647	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	94775	94801	89233	89259	94793	89251	56	inf	0x7ff0000000000000	5869	0	0	0	0	NA
after_reevaluate	0	0	2	2	3	3	2435	2459	89237	89261	2447	89249	56	inf	0x7ff0000000000000	5047	0	0	0	0	NA
after_reevaluate	0	0	2	2	3	3	2441	2465	89237	89261	2454	89250	56	inf	0x7ff0000000000000	5062	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	3375	3410	89238	89273	3397	89260	56	inf	0x7ff0000000000000	5337	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14544	14561	89238	89255	14552	89246	56	inf	0x7ff0000000000000	4995	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14544	14561	89239	89256	14552	89247	56	inf	0x7ff0000000000000	5070	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	81117	81147	89240	89270	81135	89258	56	inf	0x7ff0000000000000	5298	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14544	14561	89240	89257	14552	89248	56	inf	0x7ff0000000000000	5820	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14544	14561	89240	89257	14552	89248	56	inf	0x7ff0000000000000	5035	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89240	89256	4686	89251	56	inf	0x7ff0000000000000	5077	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	2433	2459	89241	89267	2441	89249	56	inf	0x7ff0000000000000	5825	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14544	14561	89241	89258	14552	89249	56	inf	0x7ff0000000000000	5120	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89241	89257	4686	89252	56	inf	0x7ff0000000000000	5177	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14544	14561	89242	89259	14552	89250	56	inf	0x7ff0000000000000	5861	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	89242	89258	4686	89253	56	inf	0x7ff0000000000000	5910	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89242	89258	4686	89253	56	inf	0x7ff0000000000000	5116	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89242	89256	4682	89247	56	inf	0x7ff0000000000000	5795	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89242	89256	4682	89247	56	inf	0x7ff0000000000000	5012	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89243	89259	4686	89254	56	inf	0x7ff0000000000000	5217	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	89244	89260	4686	89255	56	inf	0x7ff0000000000000	5953	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89244	89260	4686	89255	56	inf	0x7ff0000000000000	5157	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89244	89258	4682	89249	56	inf	0x7ff0000000000000	5837	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89244	89258	4682	89249	56	inf	0x7ff0000000000000	5046	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89245	89261	4686	89256	56	inf	0x7ff0000000000000	5260	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89245	89259	4682	89250	56	inf	0x7ff0000000000000	5139	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	89246	89262	4686	89257	56	inf	0x7ff0000000000000	5990	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89246	89262	4686	89257	56	inf	0x7ff0000000000000	5192	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89246	89260	4682	89251	56	inf	0x7ff0000000000000	5880	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89246	89260	4682	89251	56	inf	0x7ff0000000000000	5085	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	89247	89263	4686	89258	56	inf	0x7ff0000000000000	5297	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89247	89261	4682	89252	56	inf	0x7ff0000000000000	5186	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	89248	89264	4686	89259	56	inf	0x7ff0000000000000	6022	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	89248	89264	4686	89259	56	inf	0x7ff0000000000000	5220	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89248	89262	4682	89253	56	inf	0x7ff0000000000000	5921	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89248	89262	4682	89253	56	inf	0x7ff0000000000000	5125	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89249	89263	4682	89254	56	inf	0x7ff0000000000000	5226	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	89250	89264	4682	89255	56	inf	0x7ff0000000000000	5962	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	89250	89264	4682	89255	56	inf	0x7ff0000000000000	5164	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	89251	89265	4682	89256	56	inf	0x7ff0000000000000	5266	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	67344	67376	89668	89700	67364	89688	56	inf	0x7ff0000000000000	5126	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	2422	2456	89671	89705	2447	89696	56	inf	0x7ff0000000000000	4835	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	14538	14560	89672	89694	14555	89689	56	inf	0x7ff0000000000000	4715	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89672	89688	4686	89683	56	inf	0x7ff0000000000000	4401	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	50721	50769	89673	89721	50747	89699	56	inf	0x7ff0000000000000	4875	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	2435	2459	89674	89698	2447	89686	56	inf	0x7ff0000000000000	4662	0	0	0	0	NA
after_reevaluate	0	0	2	5	3	-3	2441	2465	89674	89698	2454	89687	56	inf	0x7ff0000000000000	4674	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14544	14561	89674	89691	14552	89682	56	inf	0x7ff0000000000000	4396	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89674	89690	4686	89685	56	inf	0x7ff0000000000000	4431	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89674	89688	4682	89679	56	inf	0x7ff0000000000000	4356	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14544	14561	89675	89692	14552	89683	56	inf	0x7ff0000000000000	4621	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	89675	89691	4686	89686	56	inf	0x7ff0000000000000	5093	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	4675	4691	89675	89691	4686	89686	56	inf	0x7ff0000000000000	4656	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89675	89689	4682	89680	56	inf	0x7ff0000000000000	4583	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14544	14561	89676	89693	14552	89684	56	inf	0x7ff0000000000000	4424	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89676	89692	4686	89687	56	inf	0x7ff0000000000000	4459	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89676	89690	4682	89681	56	inf	0x7ff0000000000000	4379	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	2427	2456	89677	89706	2447	89697	56	inf	0x7ff0000000000000	4645	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	14544	14561	89677	89694	14552	89685	56	inf	0x7ff0000000000000	5087	0	0	0	0	NA
after_reevaluate	0	0	1	5	2	-3	14544	14561	89677	89694	14552	89685	56	inf	0x7ff0000000000000	4650	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	89677	89693	4686	89688	56	inf	0x7ff0000000000000	5123	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	4675	4691	89677	89693	4686	89688	56	inf	0x7ff0000000000000	4690	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	89677	89691	4682	89682	56	inf	0x7ff0000000000000	5041	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89677	89691	4682	89682	56	inf	0x7ff0000000000000	4606	0	0	0	0	NA
after_reevaluate	0	0	2	3	3	-1	2431	2468	89678	89715	2447	89694	56	inf	0x7ff0000000000000	5229	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14544	14561	89678	89695	14552	89686	56	inf	0x7ff0000000000000	4453	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89678	89694	4686	89689	56	inf	0x7ff0000000000000	4493	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89678	89692	4682	89683	56	inf	0x7ff0000000000000	4406	0	0	0	0	NA
after_reevaluate	0	0	2	4	3	-2	2427	2459	89679	89711	2447	89699	56	inf	0x7ff0000000000000	4674	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	14544	14561	89679	89696	14552	89687	56	inf	0x7ff0000000000000	5118	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	89679	89695	4686	89690	56	inf	0x7ff0000000000000	5155	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	4675	4691	89679	89695	4686	89690	56	inf	0x7ff0000000000000	4723	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	89679	89693	4682	89684	56	inf	0x7ff0000000000000	5070	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89679	89693	4682	89684	56	inf	0x7ff0000000000000	4632	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89680	89696	4686	89691	56	inf	0x7ff0000000000000	4528	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89680	89694	4682	89685	56	inf	0x7ff0000000000000	4436	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	89681	89697	4686	89692	56	inf	0x7ff0000000000000	5188	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	4675	4691	89681	89697	4686	89692	56	inf	0x7ff0000000000000	4758	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89681	89695	4682	89686	56	inf	0x7ff0000000000000	4661	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14538	14563	89682	89707	14552	89696	56	inf	0x7ff0000000000000	4631	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89682	89698	4686	89693	56	inf	0x7ff0000000000000	4566	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89682	89696	4682	89687	56	inf	0x7ff0000000000000	4465	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	89683	89699	4686	89694	56	inf	0x7ff0000000000000	5220	0	0	0	0	NA
after_reevaluate	0	0	3	5	-1	-3	4675	4691	89683	89699	4686	89694	56	inf	0x7ff0000000000000	4794	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	89683	89697	4682	89688	56	inf	0x7ff0000000000000	5128	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89683	89697	4682	89688	56	inf	0x7ff0000000000000	4695	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89684	89700	4686	89695	56	inf	0x7ff0000000000000	4603	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89684	89698	4682	89689	56	inf	0x7ff0000000000000	4499	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	89685	89701	4686	89696	56	inf	0x7ff0000000000000	5251	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	89685	89699	4682	89690	56	inf	0x7ff0000000000000	5161	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89685	89699	4682	89690	56	inf	0x7ff0000000000000	4729	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	89686	89702	4686	89697	56	inf	0x7ff0000000000000	4637	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89686	89700	4682	89691	56	inf	0x7ff0000000000000	4533	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	89687	89701	4682	89692	56	inf	0x7ff0000000000000	5192	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	89687	89701	4682	89692	56	inf	0x7ff0000000000000	4764	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	89688	89702	4682	89693	56	inf	0x7ff0000000000000	4572	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	89689	89703	4682	89694	56	inf	0x7ff0000000000000	5226	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	17425	17458	89816	89849	17441	89832	56	inf	0x7ff0000000000000	5287	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	90280	90296	4686	90291	56	inf	0x7ff0000000000000	5391	0	0	0	0	NA
after_reevaluate	0	0	2	3	3	-1	2440	2465	90282	90307	2447	90289	56	inf	0x7ff0000000000000	5371	0	0	0	0	NA
after_reevaluate	0	0	1	3	2	-1	14544	14561	90282	90299	14552	90290	56	inf	0x7ff0000000000000	5388	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	90282	90298	4686	90293	56	inf	0x7ff0000000000000	5416	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	90282	90296	4682	90287	56	inf	0x7ff0000000000000	5349	0	0	0	0	NA
after_reevaluate	0	0	1	4	2	-2	14544	14561	90283	90300	14552	90291	56	inf	0x7ff0000000000000	4809	0	0	0	0	NA
after_reevaluate	0	0	3	4	-1	-2	4675	4691	90283	90299	4686	90294	56	inf	0x7ff0000000000000	4837	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	90283	90297	4682	90288	56	inf	0x7ff0000000000000	4777	0	0	0	0	NA
after_reevaluate	0	0	3	3	-1	-1	4675	4691	90284	90300	4686	90295	56	inf	0x7ff0000000000000	5439	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	90284	90298	4682	90289	56	inf	0x7ff0000000000000	5370	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	90284	90298	4682	90289	56	inf	0x7ff0000000000000	4961	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	90285	90299	4682	90290	56	inf	0x7ff0000000000000	4796	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	4677	4691	90286	90300	4682	90291	56	inf	0x7ff0000000000000	5396	0	0	0	0	NA
after_reevaluate	0	0	5	5	-3	-3	4677	4691	90286	90300	4682	90291	56	inf	0x7ff0000000000000	4989	0	0	0	0	NA
after_reevaluate	0	0	5	4	-3	-2	4677	4691	90287	90301	4682	90292	56	inf	0x7ff0000000000000	4818	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	25364	25399	90786	90821	25394	90816	56	inf	0x7ff0000000000000	6140	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14536	14561	91042	91067	14552	91058	56	inf	0x7ff0000000000000	5483	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	2441	2465	91051	91075	2454	91064	56	inf	0x7ff0000000000000	5564	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14544	14561	91051	91068	14552	91059	56	inf	0x7ff0000000000000	6241	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91051	91067	4686	91062	56	inf	0x7ff0000000000000	6272	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	91051	91067	4686	91062	56	inf	0x7ff0000000000000	5427	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91051	91065	4682	91056	56	inf	0x7ff0000000000000	6206	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91051	91065	4682	91056	56	inf	0x7ff0000000000000	5352	0	0	0	0	NA
after_reevaluate	0	0	0	2	1	3	60432	60473	91052	91093	60445	91065	56	inf	0x7ff0000000000000	5487	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	3477	3515	91052	91090	3495	91070	56	inf	0x7ff0000000000000	5684	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	91052	91068	4686	91063	56	inf	0x7ff0000000000000	5546	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	91052	91066	4682	91057	56	inf	0x7ff0000000000000	5470	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14544	14561	91053	91070	14552	91061	56	inf	0x7ff0000000000000	6267	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14544	14561	91053	91070	14552	91061	56	inf	0x7ff0000000000000	5422	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91053	91069	4686	91064	56	inf	0x7ff0000000000000	6301	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	91053	91069	4686	91064	56	inf	0x7ff0000000000000	5457	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91053	91067	4682	91058	56	inf	0x7ff0000000000000	6225	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91053	91067	4682	91058	56	inf	0x7ff0000000000000	5373	0	0	0	0	NA
after_reevaluate	0	0	0	2	1	3	2433	2459	91054	91080	2441	91062	56	inf	0x7ff0000000000000	5425	0	0	0	0	NA
after_reevaluate	0	0	1	1	2	2	14544	14561	91054	91071	14552	91062	56	inf	0x7ff0000000000000	5540	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	91054	91070	4686	91065	56	inf	0x7ff0000000000000	5578	0	0	0	0	NA
after_reevaluate	0	0	1	0	2	1	14544	14561	91055	91072	14552	91063	56	inf	0x7ff0000000000000	6295	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14544	14561	91055	91072	14552	91063	56	inf	0x7ff0000000000000	5451	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91055	91071	4686	91066	56	inf	0x7ff0000000000000	6333	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	91055	91071	4686	91066	56	inf	0x7ff0000000000000	5492	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91055	91069	4682	91060	56	inf	0x7ff0000000000000	6250	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91055	91069	4682	91060	56	inf	0x7ff0000000000000	5403	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	91056	91072	4686	91067	56	inf	0x7ff0000000000000	5614	0	0	0	0	NA
after_reevaluate	0	0	1	2	2	3	14538	14563	91057	91082	14552	91071	56	inf	0x7ff0000000000000	5589	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91057	91073	4686	91068	56	inf	0x7ff0000000000000	6366	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	91057	91073	4686	91068	56	inf	0x7ff0000000000000	5530	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91057	91071	4682	91062	56	inf	0x7ff0000000000000	6278	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91057	91071	4682	91062	56	inf	0x7ff0000000000000	5433	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	91058	91074	4686	91069	56	inf	0x7ff0000000000000	5650	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91059	91075	4686	91070	56	inf	0x7ff0000000000000	6397	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	91059	91075	4686	91070	56	inf	0x7ff0000000000000	5563	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91059	91073	4682	91064	56	inf	0x7ff0000000000000	6307	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91059	91073	4682	91064	56	inf	0x7ff0000000000000	5463	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	91060	91076	4686	91071	56	inf	0x7ff0000000000000	5691	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	91060	91074	4682	91065	56	inf	0x7ff0000000000000	5584	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91061	91077	4686	91072	56	inf	0x7ff0000000000000	6430	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	4675	4691	91061	91077	4686	91072	56	inf	0x7ff0000000000000	5595	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91061	91075	4682	91066	56	inf	0x7ff0000000000000	6339	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91061	91075	4682	91066	56	inf	0x7ff0000000000000	5499	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	4675	4691	91062	91078	4686	91073	56	inf	0x7ff0000000000000	5721	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	91062	91076	4682	91067	56	inf	0x7ff0000000000000	5619	0	0	0	0	NA
after_reevaluate	0	0	3	1	-1	2	29938	29957	91063	91082	29942	91067	56	inf	0x7ff0000000000000	5623	0	0	0	0	NA
after_reevaluate	0	0	3	0	-1	1	4675	4691	91063	91079	4686	91074	56	inf	0x7ff0000000000000	6459	0	0	0	0	NA
after_reevaluate	0	0	5	2	-3	3	4677	4691	91063	91077	4682	91068	56	inf	0x7ff0000000000000	5534	0	0	0	0	NA
after_reevaluate	0	0	5	1	-3	2	4677	4691	91064	91078	4682	91069	56	inf	0x7ff0000000000000	5655	0	0	0	0	NA
after_reevaluate	0	0	0	1	1	2	16830	16880	91065	91115	16853	91088	56	inf	0x7ff0000000000000	5785	0	0	0	0	NA
after_reevaluate	0	0	5	0	-3	1	4677	4691	91065	91079	4682	91070	56	inf	0x7ff0000000000000	6402	0	0	0	0	NA
after_reevaluate	0	0	2	1	3	2	81466	81485	91067	91086	81473	91074	56	inf	0x7ff0000000000000	5740	0	0	0	0	NA
after_reevaluate	0	0	0	0	1	1	2184	2215	91475	91506	2202	91493	56	inf	0x7ff0000000000000	6516	0	0	0	0	NA
after_reevaluate	0	0	4	2	-2	3	19259	19298	91739	91778	19275	91755	56	inf	0x7ff0000000000000	5698	0	0	0	0	NA
after_reevaluate	0	0	0	4	1	-2	10887	10913	93227	93253	10907	93247	56	inf	0x7ff0000000000000	4979	0	0	0	0	NA
after_reevaluate	0	0	3	2	-1	3	47889	47923	96155	96189	47893	96159	56	inf	0x7ff0000000000000	5789	0	0	0	0	NA
after_reevaluate	0	0	5	3	-3	-1	83652	83670	96408	96426	83660	96416	56	inf	0x7ff0000000000000	5645	0	0	0	0	NA
